ts,date,underlying,side,strike,expiry,dte,grade,comparable_score,opportunity_score,threshold,eligible,decision,direction,trade_quality,market_hostility,iv_crush,convexity,execution,confidence,regime_fit,premium_elasticity,expected_move,required_move,exp_req_ratio,bid,ask,mid,spread_pct,reasons
2026-08-13T11:25:46.073562+05:30,2026-08-13,BANKNIFTY,CE,57500.0,2026-08-25,12,Reject,57.86,57.86,80.0,False,NO_EXCELLENT_CANDIDATE,4.3,32.7,20.0,22.5,76.0,100.0,82.0,75.0,0.7,871.5,615.1,1.42,667.5,668.0,667.75,0.07,
2026-08-13T11:25:46.073562+05:30,2026-08-13,MIDCPNIFTY,CE,15000.0,2026-08-25,12,Reject,54.64,54.64,80.0,False,NO_TRADE,3.4,22.3,20.5,22.5,76.5,100.0,78.7,70.0,0.5,173.9,160.5,1.08,141.4,142.0,141.7,0.42,Expected/Required hard reject
2026-08-13T11:25:46.073562+05:30,2026-08-13,MIDCPNIFTY,PE,15000.0,2026-08-25,12,Reject,54.54,54.54,80.0,False,NO_TRADE,-3.4,22.3,20.5,22.5,76.5,100.0,77.7,70.0,0.5,173.9,160.5,1.08,125.6,126.0,125.8,0.32,Expected/Required hard reject
2026-08-13T11:26:58.709509+05:30,2026-08-13,BANKNIFTY,CE,57600.0,2026-08-25,12,Reject,58.7,58.7,80.0,False,NO_EXCELLENT_CANDIDATE,4.4,33.3,20.0,22.5,77.5,100.0,82.2,75.0,0.5,871.9,615.5,1.42,607.35,608.0,607.67,0.11,
2026-08-13T11:26:58.709509+05:30,2026-08-13,BANKNIFTY,CE,57500.0,2026-08-25,12,Reject,58.05,58.05,80.0,False,NO_EXCELLENT_CANDIDATE,4.4,33.3,20.0,22.5,76.0,100.0,82.2,75.0,0.7,871.9,615.5,1.42,666.3,666.75,666.52,0.07,
2026-08-13T11:26:58.709509+05:30,2026-08-13,BANKNIFTY,PE,57500.0,2026-08-25,12,Reject,54.82,54.82,80.0,False,CONTRACT_INVALID,-4.4,33.3,20.0,22.5,61.5,100.0,80.8,75.0,0.3,871.9,615.5,1.42,376.8,377.35,377.08,0.15,Contract invalid: ; PremiumElasticity hard reject
2026-08-13T11:26:58.709509+05:30,2026-08-13,MIDCPNIFTY,CE,15000.0,2026-08-25,12,Reject,53.73,53.73,80.0,False,NO_TRADE,2.9,19.7,20.8,22.5,76.5,100.0,77.8,70.0,0.5,173.6,160.3,1.08,141.25,141.95,141.6,0.49,Expected/Required hard reject
2026-08-13T11:26:58.709509+05:30,2026-08-13,MIDCPNIFTY,PE,15000.0,2026-08-25,12,Reject,53.65,53.65,80.0,False,NO_TRADE,-2.9,19.7,20.8,22.5,76.5,100.0,77.0,70.0,0.5,173.6,160.3,1.08,125.2,125.8,125.5,0.48,Expected/Required hard reject
2026-08-13T11:28:02.785237+05:30,2026-08-13,MIDCPNIFTY,CE,15000.0,2026-08-25,12,Reject,58.44,58.44,80.0,False,NO_TRADE,3.5,35.9,20.5,22.5,76.5,100.0,82.8,70.0,0.5,173.7,160.3,1.08,141.6,142.35,141.97,0.53,Expected/Required hard reject
2026-08-13T11:28:02.785237+05:30,2026-08-13,MIDCPNIFTY,PE,15000.0,2026-08-25,12,Reject,58.33,58.33,80.0,False,NO_TRADE,-3.5,35.9,20.5,22.5,76.5,100.0,81.7,70.0,0.5,173.7,160.3,1.08,125.05,125.5,125.28,0.36,Expected/Required hard reject
2026-08-13T11:29:11.004086+05:30,2026-08-13,NIFTY,CE,24300.0,2026-08-18,5,C,61.51,61.51,80.0,False,NO_EXCELLENT_CANDIDATE,3.6,38.4,19.0,24.0,76.8,100.0,83.6,95.0,0.7,171.2,128.4,1.33,151.6,151.95,151.77,0.23,
2026-08-13T11:29:11.004086+05:30,2026-08-13,BANKNIFTY,CE,57500.0,2026-08-25,12,Reject,56.92,56.92,80.0,False,NO_EXCELLENT_CANDIDATE,3.8,29.6,19.8,22.5,76.0,100.0,81.0,75.0,0.7,871.1,614.9,1.42,665.9,666.65,666.27,0.11,
2026-08-13T11:29:11.004086+05:30,2026-08-13,BANKNIFTY,PE,57500.0,2026-08-25,12,Reject,53.7,53.7,80.0,False,CONTRACT_INVALID,-3.8,29.6,19.8,22.5,61.5,100.0,79.8,75.0,0.3,871.1,614.9,1.42,376.25,376.85,376.55,0.16,Contract invalid: ; PremiumElasticity hard reject
2026-08-13T11:29:11.004086+05:30,2026-08-13,BANKNIFTY,PE,57700.0,2026-08-25,12,Reject,56.8,56.8,80.0,False,NO_EXCELLENT_CANDIDATE,-3.8,29.6,19.8,22.5,76.0,100.0,79.8,75.0,0.7,871.1,614.9,1.42,461.0,461.65,461.32,0.14,
2026-08-13T11:29:11.004086+05:30,2026-08-13,MIDCPNIFTY,PE,15000.0,2026-08-25,12,Reject,54.75,54.75,80.0,False,NO_TRADE,-2.0,23.5,20.2,22.5,76.5,100.0,78.3,70.0,0.5,174.3,160.9,1.08,126.0,126.3,126.15,0.24,Expected/Required hard reject
2026-08-13T11:29:11.004086+05:30,2026-08-13,MIDCPNIFTY,PE,15025.0,2026-08-25,12,Reject,54.1,54.1,80.0,False,NO_TRADE,-2.0,23.5,20.2,22.5,75.0,100.0,78.3,70.0,0.7,174.3,160.9,1.08,137.45,137.8,137.62,0.25,Expected/Required hard reject
2026-08-13T11:30:24.856175+05:30,2026-08-13,NIFTY,CE,24350.0,2026-08-18,5,C,69.14,69.14,80.0,False,NO_EXCELLENT_CANDIDATE,6.0,62.5,19.2,24.0,78.3,100.0,89.7,95.0,0.5,171.4,128.5,1.33,124.6,124.85,124.72,0.2,
2026-08-13T11:30:24.856175+05:30,2026-08-13,NIFTY,CE,24300.0,2026-08-18,5,C,68.49,68.49,80.0,False,NO_EXCELLENT_CANDIDATE,6.0,62.5,19.2,24.0,76.8,100.0,89.7,95.0,0.7,171.4,128.5,1.33,154.95,155.3,155.12,0.23,
2026-08-13T11:30:24.856175+05:30,2026-08-13,BANKNIFTY,PE,57500.0,2026-08-25,12,Reject,60.41,60.41,80.0,False,CONTRACT_INVALID,-5.9,52.6,19.6,22.5,61.5,100.0,86.4,75.0,0.3,871.2,615.0,1.42,376.05,376.75,376.4,0.19,Contract invalid: ; PremiumElasticity hard reject
2026-08-13T11:30:24.856175+05:30,2026-08-13,BANKNIFTY,PE,57700.0,2026-08-25,12,C,63.51,63.51,80.0,False,NO_EXCELLENT_CANDIDATE,-5.9,52.6,19.6,22.5,76.0,100.0,86.4,75.0,0.7,871.2,615.0,1.42,461.6,461.95,461.77,0.08,
2026-08-13T11:30:24.856175+05:30,2026-08-13,MIDCPNIFTY,CE,15000.0,2026-08-25,12,Reject,65.12,65.12,80.0,False,NO_TRADE,4.3,58.8,19.9,22.5,76.5,100.0,89.8,70.0,0.5,174.3,160.9,1.08,142.0,142.7,142.35,0.49,Expected/Required hard reject
2026-08-13T11:30:24.856175+05:30,2026-08-13,MIDCPNIFTY,PE,15000.0,2026-08-25,12,Reject,64.99,64.99,80.0,False,NO_TRADE,-4.3,58.8,19.9,22.5,76.5,100.0,88.5,70.0,0.5,174.3,160.9,1.08,125.5,126.15,125.83,0.52,Expected/Required hard reject
2026-08-13T11:31:30.414436+05:30,2026-08-13,NIFTY,CE,24350.0,2026-08-18,5,C,68.88,68.88,80.0,False,NO_EXCELLENT_CANDIDATE,5.6,61.5,19.2,24.0,78.3,100.0,89.9,95.0,0.5,172.3,129.3,1.33,127.6,127.95,127.78,0.27,
2026-08-13T11:31:30.414436+05:30,2026-08-13,NIFTY,CE,24300.0,2026-08-18,5,C,68.23,68.23,80.0,False,NO_EXCELLENT_CANDIDATE,5.6,61.5,19.2,24.0,76.8,100.0,89.9,95.0,0.7,172.3,129.3,1.33,158.25,158.55,158.4,0.19,
2026-08-13T11:31:30.414436+05:30,2026-08-13,NIFTY,PE,24400.0,2026-08-18,5,C,68.06,68.06,80.0,False,NO_EXCELLENT_CANDIDATE,-5.6,61.5,19.2,24.0,76.8,100.0,88.2,95.0,0.7,172.3,129.3,1.33,111.0,111.25,111.12,0.22,
2026-08-13T11:31:30.414436+05:30,2026-08-13,MIDCPNIFTY,CE,15000.0,2026-08-25,12,Reject,58.25,58.25,80.0,False,NO_TRADE,2.4,35.4,20.0,22.5,76.5,100.0,82.5,70.0,0.5,174.7,161.2,1.08,142.35,142.85,142.6,0.35,Expected/Required hard reject
2026-08-13T11:31:30.414436+05:30,2026-08-13,MIDCPNIFTY,PE,15000.0,2026-08-25,12,Reject,58.18,58.18,80.0,False,NO_TRADE,-2.4,35.4,20.0,22.5,76.5,100.0,81.8,70.0,0.5,174.7,161.2,1.08,125.8,126.4,126.1,0.48,Expected/Required hard reject
2026-08-13T11:32:34.670153+05:30,2026-08-13,NIFTY,CE,24300.0,2026-08-18,5,B,72.53,72.53,80.0,False,NO_EXCELLENT_CANDIDATE,7.0,80.0,19.1,24.0,76.8,100.0,84.6,95.0,0.7,172.8,129.6,1.33,160.55,160.95,160.75,0.25,
2026-08-13T11:32:34.670153+05:30,2026-08-13,BANKNIFTY,PE,57500.0,2026-08-25,12,Reject,59.78,59.78,80.0,False,CONTRACT_INVALID,-4.1,51.2,19.7,22.5,61.5,100.0,86.2,75.0,0.3,871.3,615.0,1.42,374.7,375.0,374.85,0.08,Contract invalid: ; PremiumElasticity hard reject
2026-08-13T11:32:34.670153+05:30,2026-08-13,MIDCPNIFTY,CE,15000.0,2026-08-25,12,Reject,55.52,55.52,80.0,False,NO_TRADE,1.9,25.9,19.9,22.5,76.5,100.0,79.6,70.0,0.5,174.4,161.0,1.08,141.95,142.7,142.32,0.53,Expected/Required hard reject
2026-08-13T11:32:34.670153+05:30,2026-08-13,MIDCPNIFTY,PE,15000.0,2026-08-25,12,Reject,55.46,55.46,80.0,False,NO_TRADE,-1.9,25.9,19.9,22.5,76.5,100.0,79.0,70.0,0.5,174.4,161.0,1.08,125.65,126.35,126.0,0.56,Expected/Required hard reject
2026-08-13T11:33:37.703279+05:30,2026-08-13,NIFTY,CE,24350.0,2026-08-18,5,C,69.3,69.3,80.0,False,NO_EXCELLENT_CANDIDATE,5.8,63.3,19.2,24.0,78.3,100.0,89.4,95.0,0.5,172.9,129.7,1.33,129.4,129.65,129.53,0.19,
2026-08-13T11:33:37.703279+05:30,2026-08-13,NIFTY,CE,24300.0,2026-08-18,5,C,68.65,68.65,80.0,False,NO_EXCELLENT_CANDIDATE,5.8,63.3,19.2,24.0,76.8,100.0,89.4,95.0,0.7,172.9,129.7,1.33,160.0,160.35,160.18,0.22,
2026-08-13T11:33:37.703279+05:30,2026-08-13,NIFTY,CE,24400.0,2026-08-18,5,Reject,65.55,65.55,80.0,False,CONTRACT_INVALID,5.8,63.3,19.2,24.0,62.3,100.0,89.4,95.0,0.3,172.9,129.7,1.33,102.4,102.65,102.53,0.24,Contract invalid: ; PremiumElasticity hard reject
2026-08-13T11:33:37.703279+05:30,2026-08-13,MIDCPNIFTY,CE,15000.0,2026-08-25,12,Reject,53.32,53.32,80.0,False,NO_TRADE,1.4,18.4,19.8,22.5,76.5,100.0,77.2,70.0,0.5,174.6,161.2,1.08,141.6,142.3,141.95,0.49,Expected/Required hard reject
2026-08-13T11:33:37.703279+05:30,2026-08-13,MIDCPNIFTY,PE,15000.0,2026-08-25,12,Reject,53.28,53.28,80.0,False,NO_TRADE,-1.4,18.4,19.8,22.5,76.5,100.0,76.8,70.0,0.5,174.6,161.2,1.08,126.35,127.0,126.67,0.51,Expected/Required hard reject
2026-08-13T11:33:37.703279+05:30,2026-08-13,MIDCPNIFTY,CE,15025.0,2026-08-25,12,Reject,49.57,49.57,80.0,False,CONTRACT_INVALID,1.4,18.4,19.8,22.5,60.5,100.0,77.2,70.0,0.3,174.6,161.2,1.08,128.3,128.9,128.6,0.47,Contract invalid: ; PremiumElasticity hard reject; Expected/Required hard reject
2026-08-13T11:34:44.874737+05:30,2026-08-13,NIFTY,CE,24350.0,2026-08-18,5,C,66.4,66.4,80.0,False,NO_EXCELLENT_CANDIDATE,4.6,53.0,19.3,24.0,78.3,100.0,88.1,95.0,0.5,172.9,129.7,1.33,130.7,131.0,130.85,0.23,
2026-08-13T11:34:44.874737+05:30,2026-08-13,NIFTY,PE,24350.0,2026-08-18,5,C,66.26,66.26,80.0,False,NO_EXCELLENT_CANDIDATE,-4.6,53.0,19.3,24.0,78.3,100.0,86.7,95.0,0.5,172.9,129.7,1.33,85.2,85.45,85.33,0.29,
2026-08-13T11:34:44.874737+05:30,2026-08-13,BANKNIFTY,PE,57600.0,2026-08-25,12,Reject,51.9,51.9,80.0,False,NO_EXCELLENT_CANDIDATE,-0.6,11.3,19.9,22.5,77.5,100.0,74.8,75.0,0.5,870.2,614.2,1.42,414.7,415.4,415.05,0.17,
2026-08-13T11:34:44.874737+05:30,2026-08-13,BANKNIFTY,PE,57700.0,2026-08-25,12,Reject,51.25,51.25,80.0,False,NO_EXCELLENT_CANDIDATE,-0.6,11.3,19.9,22.5,76.0,100.0,74.8,75.0,0.7,870.2,614.2,1.42,458.5,459.15,458.82,0.14,
2026-08-13T11:34:44.874737+05:30,2026-08-13,MIDCPNIFTY,CE,15000.0,2026-08-25,12,Reject,53.87,53.87,80.0,False,NO_TRADE,-1.3,20.5,19.5,22.5,76.5,100.0,77.5,70.0,0.5,174.5,161.1,1.08,141.0,141.45,141.22,0.32,Expected/Required hard reject
2026-08-13T11:34:44.874737+05:30,2026-08-13,MIDCPNIFTY,PE,15000.0,2026-08-25,12,Reject,53.91,53.91,80.0,False,NO_TRADE,1.3,20.5,19.5,22.5,76.5,100.0,77.9,70.0,0.5,174.5,161.1,1.08,127.15,127.45,127.3,0.24,Expected/Required hard reject
2026-08-13T11:34:44.874737+05:30,2026-08-13,MIDCPNIFTY,CE,15025.0,2026-08-25,12,Reject,50.12,50.12,80.0,False,CONTRACT_INVALID,-1.3,20.5,19.5,22.5,60.5,100.0,77.5,70.0,0.3,174.5,161.1,1.08,127.1,127.85,127.47,0.59,Contract invalid: ; PremiumElasticity hard reject; Expected/Required hard reject
2026-08-13T11:35:46.052521+05:30,2026-08-13,NIFTY,CE,24300.0,2026-08-18,5,C,66.26,66.26,80.0,False,NO_EXCELLENT_CANDIDATE,5.4,54.3,19.3,24.0,76.8,100.0,88.6,95.0,0.7,172.7,129.5,1.33,161.15,161.55,161.35,0.25,
2026-08-13T11:35:46.052521+05:30,2026-08-13,MIDCPNIFTY,CE,15000.0,2026-08-25,12,Reject,58.02,58.02,80.0,False,NO_TRADE,-2.3,34.9,19.4,22.5,76.5,100.0,81.6,70.0,0.5,174.4,161.0,1.08,141.0,141.55,141.28,0.39,Expected/Required hard reject
2026-08-13T11:35:46.052521+05:30,2026-08-13,MIDCPNIFTY,PE,15000.0,2026-08-25,12,Reject,58.09,58.09,80.0,False,NO_TRADE,2.3,34.9,19.4,22.5,76.5,100.0,82.3,70.0,0.5,174.4,161.0,1.08,126.8,127.2,127.0,0.31,Expected/Required hard reject
2026-08-13T11:36:51.559347+05:30,2026-08-13,NIFTY,CE,24350.0,2026-08-18,5,C,66.15,66.15,80.0,False,NO_EXCELLENT_CANDIDATE,4.8,52.0,19.4,24.0,78.3,100.0,87.8,95.0,0.5,174.0,130.5,1.33,135.9,136.25,136.07,0.26,
2026-08-13T11:36:51.559347+05:30,2026-08-13,NIFTY,CE,24300.0,2026-08-18,5,C,65.5,65.5,80.0,False,NO_EXCELLENT_CANDIDATE,4.8,52.0,19.4,24.0,76.8,100.0,87.8,95.0,0.7,174.0,130.5,1.33,167.6,168.0,167.8,0.24,
2026-08-13T11:36:51.559347+05:30,2026-08-13,BANKNIFTY,PE,57500.0,2026-08-25,12,Reject,57.13,57.13,80.0,False,CONTRACT_INVALID,-4.2,41.7,20.0,22.5,61.5,100.0,83.4,75.0,0.3,873.0,616.2,1.42,360.0,360.6,360.3,0.17,Contract invalid: ; PremiumElasticity hard reject
2026-08-13T11:36:51.559347+05:30,2026-08-13,BANKNIFTY,PE,57700.0,2026-08-25,12,C,60.23,60.23,80.0,False,NO_EXCELLENT_CANDIDATE,-4.2,41.7,20.0,22.5,76.0,100.0,83.4,75.0,0.7,873.0,616.2,1.42,441.8,442.55,442.18,0.17,
2026-08-13T11:36:51.559347+05:30,2026-08-13,MIDCPNIFTY,CE,15000.0,2026-08-25,12,Reject,57.95,57.95,80.0,False,NO_TRADE,-2.3,34.6,19.2,22.5,76.5,100.0,81.5,70.0,0.5,174.4,161.0,1.08,142.15,142.7,142.43,0.39,Expected/Required hard reject
2026-08-13T11:36:51.559347+05:30,2026-08-13,MIDCPNIFTY,PE,15000.0,2026-08-25,12,Reject,58.02,58.02,80.0,False,NO_TRADE,2.3,34.6,19.2,22.5,76.5,100.0,82.2,70.0,0.5,174.4,161.0,1.08,125.6,126.15,125.88,0.44,Expected/Required hard reject
2026-08-13T11:36:51.559347+05:30,2026-08-13,MIDCPNIFTY,CE,15025.0,2026-08-25,12,Reject,54.2,54.2,80.0,False,CONTRACT_INVALID,-2.3,34.6,19.2,22.5,60.5,100.0,81.5,70.0,0.3,174.4,161.0,1.08,128.45,129.1,128.77,0.5,Contract invalid: ; PremiumElasticity hard reject; Expected/Required hard reject
2026-08-13T11:37:57.310022+05:30,2026-08-13,NIFTY,CE,24350.0,2026-08-18,5,C,67.55,67.55,80.0,False,NO_EXCELLENT_CANDIDATE,6.0,56.2,19.4,24.0,78.3,100.0,89.3,95.0,0.5,173.8,130.4,1.33,134.85,135.2,135.02,0.26,
2026-08-13T11:37:57.310022+05:30,2026-08-13,NIFTY,CE,24400.0,2026-08-18,5,Reject,63.8,63.8,80.0,False,CONTRACT_INVALID,6.0,56.2,19.4,24.0,62.3,100.0,89.3,95.0,0.3,173.8,130.4,1.33,107.3,107.55,107.42,0.23,Contract invalid: ; PremiumElasticity hard reject
2026-08-13T11:37:57.310022+05:30,2026-08-13,MIDCPNIFTY,CE,15000.0,2026-08-25,12,Reject,58.08,58.08,80.0,False,NO_TRADE,-2.1,35.2,19.2,22.5,76.5,100.0,81.7,70.0,0.5,174.7,161.2,1.08,142.0,142.35,142.18,0.25,Expected/Required hard reject
2026-08-13T11:37:57.310022+05:30,2026-08-13,MIDCPNIFTY,PE,15000.0,2026-08-25,12,Reject,58.14,58.14,80.0,False,NO_TRADE,2.1,35.2,19.2,22.5,76.5,100.0,82.4,70.0,0.5,174.7,161.2,1.08,126.35,126.75,126.55,0.32,Expected/Required hard reject
2026-08-13T11:37:57.310022+05:30,2026-08-13,MIDCPNIFTY,PE,14975.0,2026-08-25,12,Reject,54.39,54.39,80.0,False,CONTRACT_INVALID,2.1,35.2,19.2,22.5,60.5,100.0,82.4,70.0,0.3,174.7,161.2,1.08,115.15,115.85,115.5,0.61,Contract invalid: ; PremiumElasticity hard reject; Expected/Required hard reject
2026-08-13T11:37:57.310022+05:30,2026-08-13,MIDCPNIFTY,CE,15025.0,2026-08-25,12,Reject,54.33,54.33,80.0,False,CONTRACT_INVALID,-2.1,35.2,19.2,22.5,60.5,100.0,81.7,70.0,0.3,174.7,161.2,1.08,127.95,128.55,128.25,0.47,Contract invalid: ; PremiumElasticity hard reject; Expected/Required hard reject
2026-08-13T11:39:04.707364+05:30,2026-08-13,NIFTY,CE,24350.0,2026-08-18,5,C,65.42,65.42,80.0,False,NO_EXCELLENT_CANDIDATE,4.7,49.4,19.4,24.0,78.3,100.0,87.0,95.0,0.5,174.2,130.7,1.33,135.2,135.5,135.35,0.22,
2026-08-13T11:39:04.707364+05:30,2026-08-13,NIFTY,CE,24300.0,2026-08-18,5,C,64.77,64.77,80.0,False,NO_EXCELLENT_CANDIDATE,4.7,49.4,19.4,24.0,76.8,100.0,87.0,95.0,0.7,174.2,130.7,1.33,166.45,166.85,166.65,0.24,
2026-08-13T11:39:04.707364+05:30,2026-08-13,BANKNIFTY,CE,57600.0,2026-08-25,12,Reject,55.69,55.69,80.0,False,NO_EXCELLENT_CANDIDATE,2.3,23.8,19.9,22.5,77.5,100.0,79.0,75.0,0.5,871.7,615.3,1.42,618.4,618.75,618.58,0.06,
2026-08-13T11:39:04.707364+05:30,2026-08-13,MIDCPNIFTY,PE,15000.0,2026-08-25,12,Reject,63.61,63.61,80.0,False,NO_TRADE,2.4,54.5,19.1,22.5,76.5,100.0,88.2,70.0,0.5,174.3,160.9,1.08,126.45,126.95,126.7,0.39,Expected/Required hard reject
2026-08-13T11:40:09.840808+05:30,2026-08-13,NIFTY,CE,24350.0,2026-08-18,5,C,65.2,65.2,80.0,False,NO_EXCELLENT_CANDIDATE,4.5,48.7,19.5,24.0,78.3,100.0,86.8,95.0,0.5,175.8,131.8,1.33,141.35,141.7,141.52,0.25,
2026-08-13T11:40:09.840808+05:30,2026-08-13,BANKNIFTY,PE,57700.0,2026-08-25,12,C,60.17,60.17,80.0,False,NO_EXCELLENT_CANDIDATE,-3.9,41.6,19.6,22.5,76.0,100.0,83.4,75.0,0.7,872.2,615.7,1.42,439.15,439.9,439.52,0.17,
2026-08-13T11:40:09.840808+05:30,2026-08-13,MIDCPNIFTY,CE,15000.0,2026-08-25,12,Reject,53.48,53.48,80.0,False,NO_TRADE,-1.1,19.2,19.2,22.5,76.5,100.0,77.1,70.0,0.5,174.7,161.2,1.08,143.05,143.75,143.4,0.49,Expected/Required hard reject
2026-08-13T11:40:09.840808+05:30,2026-08-13,MIDCPNIFTY,PE,15000.0,2026-08-25,12,Reject,53.52,53.52,80.0,False,NO_TRADE,1.1,19.2,19.2,22.5,76.5,100.0,77.4,70.0,0.5,174.7,161.2,1.08,125.0,125.7,125.35,0.56,Expected/Required hard reject
